snapshot_date,sku,category,location_id,day_key,week_key,month_key,qty_sold,promo_flag,price,qty_on_hand,qty_in_transit,qty_reserved,supplier_key,lead_time_days,moq_units,reorder_cycle_days,days_of_supply,reorder_point
7/29/2025,TREND-UP-2001,Subscription Service,1,12/14/2024,,,134,,,,,,,,,,,
7/29/2025,TREND-UP-2001,Subscription Service,1,12/15/2024,,,135,,,,,,,,,,,
7/29/2025,TREND-UP-2001,Subscription Service,1,12/16/2024,,,127,,,,,,,,,,,
7/29/2025,TREND-UP-2001,Subscription Service,1,12/17/2024,,,131,,,,,,,,,,,
7/29/2025,TREND-UP-2001,Subscription Service,1,12/18/2024,,,130,,,,,,,,,,,
7/29/2025,TREND-UP-2001,Subscription Service,1,12/19/2024,,,137,,,,,,,,,,,
7/29/2025,TREND-UP-2001,Subscription Service,1,12/20/2024,,,136,,,,,,,,,,,
7/29/2025,TREND-UP-2001,Subscription Service,1,12/21/2024,,,129,,,,,,,,,,,
7/29/2025,TREND-UP-2001,Subscription Service,1,12/22/2024,,,135,,,,,,,,,,,
7/29/2025,TREND-UP-2001,Subscription Service,1,12/23/2024,,,131,,,,,,,,,,,
7/29/2025,TREND-UP-2001,Subscription Service,1,12/24/2024,,,123,,,,,,,,,,,
7/29/2025,TREND-UP-2001,Subscription Service,1,12/25/2024,,,134,,,,,,,,,,,
7/29/2025,TREND-UP-2001,Subscription Service,1,12/26/2024,,,131,,,,,,,,,,,
7/29/2025,TREND-UP-2001,Subscription Service,1,12/27/2024,,,138,,,,,,,,,,,
7/29/2025,TREND-UP-2001,Subscription Service,1,12/28/2024,,,134,,,,,,,,,,,
7/29/2025,TREND-UP-2001,Subscription Service,1,12/29/2024,,,142,,,,,,,,,,,
7/29/2025,TREND-UP-2001,Subscription Service,1,12/30/2024,,,133,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,1/1/2022,,,30,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,1/2/2022,,,32,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,1/3/2022,,,31,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,1/4/2022,,,29,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,1/5/2022,,,29,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,1/6/2022,,,31,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,1/7/2022,,,30,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,1/8/2022,,,30,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,1/9/2022,,,32,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,1/10/2022,,,32,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,1/11/2022,,,30,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,1/12/2022,,,29,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,1/13/2022,,,31,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,1/14/2022,,,31,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,1/15/2022,,,31,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,1/16/2022,,,29,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,1/17/2022,,,31,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,1/18/2022,,,29,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,1/19/2022,,,29,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,1/20/2022,,,30,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,1/21/2022,,,30,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,1/22/2022,,,30,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,1/23/2022,,,29,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,1/24/2022,,,28,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,1/25/2022,,,29,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,1/26/2022,,,28,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,1/27/2022,,,29,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,1/28/2022,,,31,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,1/29/2022,,,29,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,1/30/2022,,,30,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,1/31/2022,,,30,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,2/1/2022,,,29,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,2/2/2022,,,28,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,2/3/2022,,,29,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,2/4/2022,,,29,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,2/5/2022,,,29,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,2/6/2022,,,31,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,2/7/2022,,,28,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,2/8/2022,,,29,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,2/9/2022,,,30,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,2/10/2022,,,30,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,2/11/2022,,,28,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,2/12/2022,,,29,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,2/13/2022,,,29,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,2/14/2022,,,29,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,2/15/2022,,,31,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,2/16/2022,,,29,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,2/17/2022,,,29,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,2/18/2022,,,27,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,2/19/2022,,,29,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,2/20/2022,,,28,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,2/21/2022,,,31,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,2/22/2022,,,30,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,2/23/2022,,,28,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,2/24/2022,,,28,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,2/25/2022,,,29,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,2/26/2022,,,28,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,2/27/2022,,,29,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,2/28/2022,,,29,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,3/1/2022,,,28,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,3/2/2022,,,30,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,3/3/2022,,,27,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,3/4/2022,,,28,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,3/5/2022,,,28,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,3/6/2022,,,29,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,3/7/2022,,,29,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,3/8/2022,,,29,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,3/9/2022,,,29,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,3/10/2022,,,30,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,3/11/2022,,,30,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,3/12/2022,,,29,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,3/13/2022,,,29,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,3/14/2022,,,29,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,3/15/2022,,,27,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,3/16/2022,,,29,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,3/17/2022,,,28,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,3/18/2022,,,28,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,3/19/2022,,,31,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,3/20/2022,,,29,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,3/21/2022,,,28,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,3/22/2022,,,29,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,3/23/2022,,,29,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,3/24/2022,,,28,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,3/25/2022,,,28,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,3/26/2022,,,27,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,3/27/2022,,,28,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,3/28/2022,,,28,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,3/29/2022,,,28,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,3/30/2022,,,29,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,3/31/2022,,,27,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,4/1/2022,,,30,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,4/2/2022,,,31,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,4/3/2022,,,29,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,4/4/2022,,,29,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,4/5/2022,,,29,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,4/6/2022,,,29,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,4/7/2022,,,28,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,4/8/2022,,,28,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,4/9/2022,,,28,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,4/10/2022,,,30,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,4/11/2022,,,28,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,4/12/2022,,,29,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,4/13/2022,,,29,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,4/14/2022,,,29,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,4/15/2022,,,26,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,4/16/2022,,,28,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,4/17/2022,,,31,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,4/18/2022,,,28,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,4/19/2022,,,27,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,4/20/2022,,,29,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,4/21/2022,,,26,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,4/22/2022,,,28,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,4/23/2022,,,29,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,4/24/2022,,,28,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,4/25/2022,,,29,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,4/26/2022,,,28,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,4/27/2022,,,29,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,4/28/2022,,,27,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,4/29/2022,,,29,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,4/30/2022,,,28,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,5/1/2022,,,30,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,5/2/2022,,,30,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,5/3/2022,,,29,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,5/4/2022,,,29,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,5/5/2022,,,27,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,5/6/2022,,,29,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,5/7/2022,,,29,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,5/8/2022,,,29,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,5/9/2022,,,26,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,5/10/2022,,,28,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,5/11/2022,,,29,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,5/12/2022,,,28,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,5/13/2022,,,28,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,5/14/2022,,,28,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,5/15/2022,,,29,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,5/16/2022,,,30,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,5/17/2022,,,29,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,5/18/2022,,,29,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,5/19/2022,,,28,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,5/20/2022,,,27,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,5/21/2022,,,26,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,5/22/2022,,,28,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,5/23/2022,,,29,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,5/24/2022,,,28,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,5/25/2022,,,28,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,5/26/2022,,,28,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,5/27/2022,,,29,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,5/28/2022,,,28,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,5/29/2022,,,29,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,5/30/2022,,,30,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,5/31/2022,,,27,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,6/1/2022,,,29,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,6/2/2022,,,29,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,6/3/2022,,,27,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,6/4/2022,,,29,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,6/5/2022,,,28,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,6/6/2022,,,26,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,6/7/2022,,,29,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,6/8/2022,,,30,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,6/9/2022,,,28,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,6/10/2022,,,28,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,6/11/2022,,,27,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,6/12/2022,,,29,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,6/13/2022,,,28,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,6/14/2022,,,26,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,6/15/2022,,,27,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,6/16/2022,,,27,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,6/17/2022,,,28,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,6/18/2022,,,27,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,6/19/2022,,,28,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,6/20/2022,,,27,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,6/21/2022,,,27,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,6/22/2022,,,29,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,6/23/2022,,,29,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,6/24/2022,,,28,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,6/25/2022,,,26,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,6/26/2022,,,26,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,6/27/2022,,,24,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,6/28/2022,,,29,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,6/29/2022,,,29,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,6/30/2022,,,28,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,7/1/2022,,,29,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,7/2/2022,,,29,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,7/3/2022,,,29,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,7/4/2022,,,28,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,7/5/2022,,,29,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,7/6/2022,,,27,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,7/7/2022,,,26,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,7/8/2022,,,28,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,7/9/2022,,,28,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,7/10/2022,,,28,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,7/11/2022,,,26,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,7/12/2022,,,29,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,7/13/2022,,,27,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,7/14/2022,,,25,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,7/15/2022,,,27,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,7/16/2022,,,30,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,7/17/2022,,,27,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,7/18/2022,,,30,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,7/19/2022,,,28,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,7/20/2022,,,26,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,7/21/2022,,,28,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,7/22/2022,,,26,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,7/23/2022,,,28,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,7/24/2022,,,27,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,7/25/2022,,,27,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,7/26/2022,,,28,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,7/27/2022,,,27,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,7/28/2022,,,28,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,7/29/2022,,,27,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,7/30/2022,,,27,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,7/31/2022,,,27,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,8/1/2022,,,27,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,8/2/2022,,,28,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,8/3/2022,,,27,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,8/4/2022,,,27,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,8/5/2022,,,27,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,8/6/2022,,,30,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,8/7/2022,,,27,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,8/8/2022,,,25,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,8/9/2022,,,27,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,8/10/2022,,,27,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,8/11/2022,,,26,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,8/12/2022,,,27,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,8/13/2022,,,26,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,8/14/2022,,,28,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,8/15/2022,,,24,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,8/16/2022,,,27,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,8/17/2022,,,25,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,8/18/2022,,,27,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,8/19/2022,,,26,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,8/20/2022,,,27,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,8/21/2022,,,27,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,8/22/2022,,,29,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,8/23/2022,,,27,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,8/24/2022,,,27,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,8/25/2022,,,27,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,8/26/2022,,,26,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,8/27/2022,,,26,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,8/28/2022,,,26,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,8/29/2022,,,26,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,8/30/2022,,,26,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,8/31/2022,,,26,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,9/1/2022,,,25,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,9/2/2022,,,26,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,9/3/2022,,,26,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,9/4/2022,,,24,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,9/5/2022,,,27,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,9/6/2022,,,26,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,9/7/2022,,,26,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,9/8/2022,,,26,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,9/9/2022,,,27,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,9/10/2022,,,27,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,9/11/2022,,,27,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,9/12/2022,,,25,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,9/13/2022,,,27,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,9/14/2022,,,26,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,9/15/2022,,,29,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,9/16/2022,,,28,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,9/17/2022,,,27,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,9/18/2022,,,27,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,9/19/2022,,,25,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,9/20/2022,,,24,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,9/21/2022,,,29,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,9/22/2022,,,27,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,9/23/2022,,,26,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,9/24/2022,,,24,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,9/25/2022,,,25,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,9/26/2022,,,26,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,9/27/2022,,,26,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,9/28/2022,,,27,,,,,,,,,,,
7/29/2025,TREND-DN-2002,Subscription Service,1,9/29/2022,,,28,,,,,,,,,,,
